SNIRH - SISTEMA NACIONAL DE INFORMAÇÃO DE RECURSOS HÍDRICOS

DATA,AÇUDE PONTE COIMBRA (12G/01AE),,
,Caudal descarregado médio diário (m3/s),FLAG,
19/08/2018 00:00,20.2,(vau),
20/08/2018 00:00,19.19,(vau),
21/08/2018 00:00,19.98,(vau),
22/08/2018 00:00,19.13,(vau),
23/08/2018 00:00,20.05,(vau),
24/08/2018 00:00,19.81,(vau),
25/08/2018 00:00,20.12,(vau),
26/08/2018 00:00,21.06,(vau),
27/08/2018 00:00,24.82,(vau),
28/08/2018 00:00,20.32,(vau),
29/08/2018 00:00,19.07,(vau),
30/08/2018 00:00,19.37,(vau),
31/08/2018 00:00,19.01,(vau),
01/09/2018 00:00,19,(vau),
02/09/2018 00:00,18.61,(vau),
03/09/2018 00:00,17.14,(vau),
04/09/2018 00:00,16.31,(vau),
05/09/2018 00:00,14.81,(vau),
06/09/2018 00:00,16.06,(vau),
07/09/2018 00:00,17.22,(vau),
08/09/2018 00:00,17.45,(vau),
09/09/2018 00:00,17.79,(vau),
10/09/2018 00:00,16.55,(vau),
11/09/2018 00:00,14.29,(vau),
12/09/2018 00:00,14.72,(vau),
13/09/2018 00:00,14.45,(vau),
14/09/2018 00:00,14.4,(vau),
15/09/2018 00:00,14.14,(vau),
16/09/2018 00:00,14.79,(vau),
17/09/2018 00:00,14.6,(vau),
18/09/2018 00:00,12.71,(vau),
19/09/2018 00:00,13.56,(vau),
20/09/2018 00:00,10.93,(vau),
21/09/2018 00:00,11.7,(vau),
22/09/2018 00:00,12.07,(vau),
23/09/2018 00:00,12.03,(vau),
24/09/2018 00:00,13.32,(vau),
25/09/2018 00:00,12.35,(vau),
26/09/2018 00:00,12.32,(vau),
27/09/2018 00:00,12.38,(vau),
28/09/2018 00:00,11.08,(vau),
29/09/2018 00:00,11.48,(vau),
30/09/2018 00:00,11.39,(vau),
01/10/2018 00:00,11.34,(vau),
02/10/2018 00:00,10.89,(vau),
03/10/2018 00:00,7.72,(vau),
04/10/2018 00:00,7.79,(vau),
05/10/2018 00:00,7.96,(vau),
06/10/2018 00:00,7.77,(vau),
07/10/2018 00:00,7.12,(vau),
08/10/2018 00:00,6.95,(vau),
09/10/2018 00:00,6.66,(vau),
10/10/2018 00:00,6.69,(vau),
11/10/2018 00:00,6.8,(vau),
12/10/2018 00:00,6.86,(vau),
13/10/2018 00:00,7.23,(vau),
14/10/2018 00:00,7.61,(vau),
15/10/2018 00:00,8.47,(vau),
16/10/2018 00:00,7.81,(vau),
17/10/2018 00:00,7.14,(vau),
18/10/2018 00:00,6.94,(vau),
19/10/2018 00:00,7.12,(vau),
20/10/2018 00:00,7.06,(vau),
21/10/2018 00:00,6.93,(vau),
22/10/2018 00:00,8.01,(vau),
23/10/2018 00:00,8.09,(vau),
24/10/2018 00:00,8.97,(vau),
25/10/2018 00:00,8.86,(vau),
26/10/2018 00:00,8.62,(vau),
27/10/2018 00:00,9.54,(vau),
28/10/2018 00:00,9.08,(vau),
29/10/2018 00:00,10.05,(vau),
30/10/2018 00:00,9.6,(vau),
31/10/2018 00:00,8.96,(vau),
01/11/2018 00:00,10.95,(vau),
02/11/2018 00:00,9.64,(vau),
03/11/2018 00:00,9.48,(vau),
04/11/2018 00:00,10.91,(vau),
05/11/2018 00:00,13.57,(vau),
06/11/2018 00:00,15.19,(vau),
07/11/2018 00:00,14.71,(vau),
08/11/2018 00:00,14.72,(vau),
09/11/2018 00:00,16.02,(vau),
10/11/2018 00:00,18.5,(vau),
11/11/2018 00:00,36.75,(vau),
12/11/2018 00:00,59.34,(vau),
13/11/2018 00:00,29.64,(vau),
14/11/2018 00:00,23.41,(vau),
15/11/2018 00:00,19.89,(vau),
16/11/2018 00:00,17.98,(vau),
17/11/2018 00:00,18.03,(vau),
18/11/2018 00:00,16.83,(vau),
19/11/2018 00:00,56.78,(vau),
20/11/2018 00:00,68.04,(vau),
21/11/2018 00:00,74.1,(vau),
22/11/2018 00:00,76.8,(vau),
23/11/2018 00:00,76.05,(vau),
24/11/2018 00:00,72.12,(vau),
25/11/2018 00:00,61.9,(vau),
26/11/2018 00:00,84.39,(vau),
27/11/2018 00:00,79.98,(vau),
28/11/2018 00:00,74.83,(vau),
29/11/2018 00:00,90.8,(vau),
30/11/2018 00:00,139.86,(vau),
01/12/2018 00:00,84.26,(vau),
02/12/2018 00:00,66.09,(vau),
03/12/2018 00:00,75.98,(vau),
04/12/2018 00:00,84.99,(vau),
05/12/2018 00:00,105.83,(vau),
06/12/2018 00:00,104.05,(vau),
07/12/2018 00:00,96.61,(vau),
08/12/2018 00:00,66.19,(vau),
09/12/2018 00:00,43.38,(vau),
10/12/2018 00:00,58.5,(vau),
11/12/2018 00:00,75.31,(vau),
12/12/2018 00:00,82.53,(vau),
13/12/2018 00:00,78.89,(vau),
14/12/2018 00:00,80.23,(vau),
15/12/2018 00:00,99.72,(vau),
16/12/2018 00:00,109.37,(vau),
17/12/2018 00:00,118.13,(vau),
18/12/2018 00:00,125.48,(vau),
19/12/2018 00:00,126.21,(vau),
20/12/2018 00:00,128.62,(vau),
21/12/2018 00:00,124.89,(vau),
22/12/2018 00:00,122.22,(vau),
23/12/2018 00:00,79.68,(vau),
24/12/2018 00:00,79.48,(vau),
25/12/2018 00:00,76.72,(vau),
26/12/2018 00:00,93.37,(vau),
27/12/2018 00:00,104.41,(vau),
28/12/2018 00:00,111.96,(vau),
29/12/2018 00:00,77.38,(vau),
30/12/2018 00:00,64.47,(vau),
01/01/2019 00:00,42.33,(vau),
02/01/2019 00:00,44.17,(vau),
03/01/2019 00:00,52.26,(vau),
04/01/2019 00:00,43.73,(vau),
05/01/2019 00:00,38.86,(vau),
06/01/2019 00:00,31.78,(vau),
07/01/2019 00:00,31.02,(vau),
08/01/2019 00:00,28.1,(vau),
09/01/2019 00:00,30.61,(vau),
10/01/2019 00:00,25.36,(vau),
11/01/2019 00:00,27.09,(vau),
12/01/2019 00:00,26.38,(vau),
13/01/2019 00:00,25.29,(vau),
14/01/2019 00:00,55.38,(vau),
15/01/2019 00:00,63.25,(vau),
16/01/2019 00:00,89.62,(vau),
17/01/2019 00:00,65.98,(vau),
18/01/2019 00:00,71.31,(vau),
19/01/2019 00:00,25.07,(vau),
20/01/2019 00:00,26.02,(vau),
21/01/2019 00:00,22.93,(vau),
22/01/2019 00:00,25.25,(vau),
23/01/2019 00:00,38.96,(vau),
24/01/2019 00:00,24.1,(vau),
25/01/2019 00:00,23.65,(vau),
26/01/2019 00:00,23.07,(vau),
27/01/2019 00:00,22.36,(vau),
28/01/2019 00:00,21.57,(vau),
29/01/2019 00:00,22.32,(vau),
30/01/2019 00:00,28.76,(vau),
31/01/2019 00:00,95.14,(vau),
01/02/2019 00:00,259.26,(vau),
02/02/2019 00:00,211.95,(vau),
03/02/2019 00:00,181.56,(vau),
04/02/2019 00:00,153.37,(vau),
05/02/2019 00:00,140.23,(vau),
06/02/2019 00:00,131.89,(vau),
07/02/2019 00:00,133.35,(vau),
08/02/2019 00:00,129.32,(vau),
09/02/2019 00:00,94.08,(vau),
10/02/2019 00:00,68.37,(vau),
11/02/2019 00:00,95.87,(vau),
12/02/2019 00:00,103.45,(vau),
13/02/2019 00:00,95.47,(vau),
14/02/2019 00:00,65.7,(vau),
15/02/2019 00:00,61.37,(vau),
16/02/2019 00:00,48.32,(vau),
17/02/2019 00:00,44,(vau),
18/02/2019 00:00,71.95,(vau),
19/02/2019 00:00,67.98,(vau),
20/02/2019 00:00,48.05,(vau),
21/02/2019 00:00,46.89,(vau),
22/02/2019 00:00,46.38,(vau),
23/02/2019 00:00,63.07,(vau),
24/02/2019 00:00,64.3,(vau),
25/02/2019 00:00,63.54,(vau),
26/02/2019 00:00,51.3,(vau),
27/02/2019 00:00,97.07,(vau),
28/02/2019 00:00,114.25,(vau),
01/03/2019 00:00,93.75,(vau),
02/03/2019 00:00,82.98,(vau),
03/03/2019 00:00,37.27,(vau),
04/03/2019 00:00,62.46,(vau),
05/03/2019 00:00,76.79,(vau),
06/03/2019 00:00,87.08,(vau),
07/03/2019 00:00,104.05,(vau),
08/03/2019 00:00,123.49,(vau),
09/03/2019 00:00,88.87,(vau),
10/03/2019 00:00,72.26,(vau),
11/03/2019 00:00,68.01,(vau),
12/03/2019 00:00,70.8,(vau),
13/03/2019 00:00,64.47,(vau),
14/03/2019 00:00,62.36,(vau),
15/03/2019 00:00,50.64,(vau),
16/03/2019 00:00,38.75,(vau),
17/03/2019 00:00,34.32,(vau),
18/03/2019 00:00,33.44,(vau),
19/03/2019 00:00,30.54,(vau),
20/03/2019 00:00,33.38,(vau),
21/03/2019 00:00,32.39,(vau),
22/03/2019 00:00,37.41,(vau),
23/03/2019 00:00,24.19,(vau),
24/03/2019 00:00,25.38,(vau),
25/03/2019 00:00,23.87,(vau),
26/03/2019 00:00,23.31,(vau),
27/03/2019 00:00,22.75,(vau),
28/03/2019 00:00,23.04,(vau),
29/03/2019 00:00,22.4,(vau),
30/03/2019 00:00,21.95,(vau),
01/04/2019 00:00,47.09,(vau),
02/04/2019 00:00,40.21,(vau),
03/04/2019 00:00,22.24,(vau),
04/04/2019 00:00,24.99,(vau),
05/04/2019 00:00,72.45,(vau),
06/04/2019 00:00,54.75,(vau),
07/04/2019 00:00,45.62,(vau),
08/04/2019 00:00,41.66,(vau),
09/04/2019 00:00,46.23,(vau),
10/04/2019 00:00,45.55,(vau),
11/04/2019 00:00,41.4,(vau),
12/04/2019 00:00,40.65,(vau),
13/04/2019 00:00,38.67,(vau),
14/04/2019 00:00,36.84,(vau),
15/04/2019 00:00,35.16,(vau),
16/04/2019 00:00,60.66,(vau),
17/04/2019 00:00,36.93,(vau),
18/04/2019 00:00,36.24,(vau),
19/04/2019 00:00,36.25,(vau),
20/04/2019 00:00,34.95,(vau),
21/04/2019 00:00,33.31,(vau),
22/04/2019 00:00,31.33,(vau),
23/04/2019 00:00,28.69,(vau),
24/04/2019 00:00,51.95,(vau),
25/04/2019 00:00,63.16,(vau),
26/04/2019 00:00,139.78,(vau),
27/04/2019 00:00,164.8,(vau),
28/04/2019 00:00,142.92,(vau),
29/04/2019 00:00,151.42,(vau),
30/04/2019 00:00,181.45,(vau),
01/05/2019 00:00,79.68,(vau),
02/05/2019 00:00,68.37,(vau),
03/05/2019 00:00,41.96,(vau),
04/05/2019 00:00,41.36,(vau),
05/05/2019 00:00,31.23,(vau),
06/05/2019 00:00,83.41,(vau),
07/05/2019 00:00,54.63,(vau),
08/05/2019 00:00,51.12,(vau),
09/05/2019 00:00,110.44,(vau),
10/05/2019 00:00,117.36,(vau),
11/05/2019 00:00,86.44,(vau),
12/05/2019 00:00,41.14,(vau),
13/05/2019 00:00,57.05,(vau),
14/05/2019 00:00,104.77,(vau),
15/05/2019 00:00,118.56,(vau),
16/05/2019 00:00,137.17,(vau),
17/05/2019 00:00,29.13,(vau),
18/05/2019 00:00,17.38,(vau),
19/05/2019 00:00,12.58,(vau),
20/05/2019 00:00,74.09,(vau),
21/05/2019 00:00,157.83,(vau),
22/05/2019 00:00,116.42,(vau),
23/05/2019 00:00,21.84,(vau),
24/05/2019 00:00,15.21,(vau),
25/05/2019 00:00,14.37,(vau),
26/05/2019 00:00,14.56,(vau),
27/05/2019 00:00,15.11,(vau),
28/05/2019 00:00,14.82,(vau),
29/05/2019 00:00,17.5,(vau),
30/05/2019 00:00,35.55,(vau),
31/05/2019 00:00,57.67,(vau),
01/06/2019 00:00,31.23,(vau),
02/06/2019 00:00,18.59,(vau),
03/06/2019 00:00,18.34,(vau),
04/06/2019 00:00,17.95,(vau),
05/06/2019 00:00,18,(vau),
06/06/2019 00:00,16.29,(vau),
07/06/2019 00:00,17.54,(vau),
08/06/2019 00:00,16.72,(vau),
09/06/2019 00:00,16.82,(vau),
10/06/2019 00:00,16.44,(vau),
11/06/2019 00:00,16.33,(vau),
12/06/2019 00:00,16.61,(vau),
13/06/2019 00:00,14.91,(vau),
14/06/2019 00:00,14.03,(vau),
15/06/2019 00:00,14.03,(vau),
16/06/2019 00:00,13.57,(vau),
17/06/2019 00:00,13.56,(vau),
18/06/2019 00:00,13.93,(vau),
19/06/2019 00:00,24.32,(vau),
20/06/2019 00:00,16.02,(vau),
21/06/2019 00:00,13.34,(vau),
22/06/2019 00:00,12.78,(vau),
23/06/2019 00:00,12.3,(vau),
24/06/2019 00:00,12.69,(vau),
25/06/2019 00:00,12.36,(vau),
26/06/2019 00:00,12.78,(vau),
27/06/2019 00:00,11.28,(vau),
28/06/2019 00:00,12.12,(vau),
29/06/2019 00:00,10.72,(vau),
30/06/2019 00:00,10.01,(vau),
01/07/2019 00:00,11.42,(vau),
02/07/2019 00:00,10.75,(vau),
03/07/2019 00:00,13.27,(vau),
04/07/2019 00:00,12.51,(vau),
05/07/2019 00:00,12.14,(vau),
06/07/2019 00:00,11.92,(vau),
07/07/2019 00:00,12.67,(vau),
08/07/2019 00:00,11.55,(vau),
09/07/2019 00:00,11.98,(vau),
10/07/2019 00:00,12.01,(vau),
11/07/2019 00:00,13.67,(vau),
12/07/2019 00:00,12.27,(vau),
13/07/2019 00:00,14,(vau),
14/07/2019 00:00,13.75,(vau),
15/07/2019 00:00,13.69,(vau),
16/07/2019 00:00,13.17,(vau),
17/07/2019 00:00,12.11,(vau),
18/07/2019 00:00,11.68,(vau),
19/07/2019 00:00,12,(vau),
20/07/2019 00:00,12.19,(vau),
21/07/2019 00:00,12.55,(vau),
22/07/2019 00:00,12.4,(vau),
23/07/2019 00:00,12.06,(vau),
24/07/2019 00:00,12.34,(vau),
25/07/2019 00:00,13.75,(vau),
26/07/2019 00:00,13.18,(vau),
27/07/2019 00:00,11.85,(vau),
28/07/2019 00:00,11.35,(vau),
29/07/2019 00:00,11.68,(vau),
30/07/2019 00:00,11.53,(vau),
31/07/2019 00:00,11.98,(vau),
01/08/2019 00:00,11.17,(vau),
02/08/2019 00:00,11.8,(vau),
03/08/2019 00:00,11.54,(vau),
04/08/2019 00:00,11.23,(vau),
05/08/2019 00:00,11.78,(vau),
06/08/2019 00:00,12.39,(vau),
07/08/2019 00:00,12.37,(vau),
08/08/2019 00:00,12.58,(vau),
09/08/2019 00:00,12.3,(vau),
10/08/2019 00:00,10.64,(vau),
11/08/2019 00:00,11.73,(vau),
12/08/2019 00:00,11.57,(vau),
13/08/2019 00:00,9.99,(vau),
14/08/2019 00:00,10.69,(vau),
15/08/2019 00:00,10.55,(vau),
16/08/2019 00:00,10.29,(vau),
17/08/2019 00:00,10.89,(vau),
18/08/2019 00:00,10.92,(vau),
19/08/2019 00:00,11.5,(vau),
20/08/2019 00:00,11.09,(vau),
21/08/2019 00:00,11.74,(vau),
22/08/2019 00:00,12.35,(vau),
23/08/2019 00:00,11.97,(vau),
24/08/2019 00:00,11.33,(vau),
25/08/2019 00:00,11.05,(vau),
26/08/2019 00:00,11.84,(vau),
27/08/2019 00:00,14.17,(vau),
28/08/2019 00:00,11.75,(vau),
29/08/2019 00:00,11.91,(vau),
30/08/2019 00:00,11.5,(vau),
31/08/2019 00:00,11.06,(vau),
01/09/2019 00:00,10.57,(vau),
02/09/2019 00:00,11.22,(vau),
03/09/2019 00:00,12.41,(vau),
04/09/2019 00:00,11.07,(vau),
05/09/2019 00:00,11.13,(vau),
06/09/2019 00:00,10.51,(vau),
07/09/2019 00:00,9.29,(vau),
08/09/2019 00:00,9.68,(vau),
09/09/2019 00:00,10.33,(vau),
10/09/2019 00:00,10.16,(vau),
11/09/2019 00:00,11.24,(vau),
12/09/2019 00:00,9.73,(vau),
13/09/2019 00:00,9.68,(vau),
14/09/2019 00:00,10.23,(vau),
15/09/2019 00:00,11.54,(vau),
16/09/2019 00:00,11.04,(vau),
17/09/2019 00:00,10.6,(vau),
18/09/2019 00:00,13.95,(vau),
19/09/2019 00:00,9.67,(vau),
20/09/2019 00:00,8.44,(vau),
21/09/2019 00:00,7.15,(vau),
22/09/2019 00:00,8.74,(vau),
23/09/2019 00:00,9.84,(vau),
24/09/2019 00:00,7.37,(vau),
25/09/2019 00:00,10.11,(vau),
26/09/2019 00:00,7.55,(vau),
27/09/2019 00:00,6.03,(vau),
28/09/2019 00:00,6.77,(vau),
29/09/2019 00:00,6.79,(vau),
30/09/2019 00:00,6.27,(vau),
01/10/2019 00:00,6.86,(vau),
02/10/2019 00:00,6.06,(vau),
03/10/2019 00:00,6.05,(vau),
04/10/2019 00:00,6.9,(vau),
05/10/2019 00:00,6.17,(vau),
06/10/2019 00:00,6.19,(vau),
07/10/2019 00:00,5.99,(vau),
08/10/2019 00:00,6.68,(vau),
09/10/2019 00:00,6,(vau),
10/10/2019 00:00,6.1,(vau),
11/10/2019 00:00,6.08,(vau),
12/10/2019 00:00,5.83,(vau),
13/10/2019 00:00,5.98,(vau),
14/10/2019 00:00,9.24,(vau),
15/10/2019 00:00,7.94,(vau),
16/10/2019 00:00,6.2,(vau),
17/10/2019 00:00,7.1,(vau),
18/10/2019 00:00,8.36,(vau),
19/10/2019 00:00,7.38,(vau),
20/10/2019 00:00,7.1,(vau),
21/10/2019 00:00,6.98,(vau),
22/10/2019 00:00,7.45,(vau),
23/10/2019 00:00,6.14,(vau),
24/10/2019 00:00,7.25,(vau),
25/10/2019 00:00,5.82,(vau),
26/10/2019 00:00,5.79,(vau),
27/10/2019 00:00,5.61,(vau),
28/10/2019 00:00,5.73,(vau),
29/10/2019 00:00,7.04,(vau),
30/10/2019 00:00,8.21,(vau),
31/10/2019 00:00,8.15,(vau),
01/11/2019 00:00,7.39,(vau),
02/11/2019 00:00,13.75,(vau),
03/11/2019 00:00,14.4,(vau),
04/11/2019 00:00,15.59,(vau),
05/11/2019 00:00,17.31,(vau),
06/11/2019 00:00,17.88,(vau),
07/11/2019 00:00,15.55,(vau),
08/11/2019 00:00,13.95,(vau),
09/11/2019 00:00,12.91,(vau),
10/11/2019 00:00,12.51,(vau),
11/11/2019 00:00,9.48,(vau),
12/11/2019 00:00,9.47,(vau),
13/11/2019 00:00,12.97,(vau),
14/11/2019 00:00,18.99,(vau),
15/11/2019 00:00,26.4,(vau),
16/11/2019 00:00,22.57,(vau),
17/11/2019 00:00,23.44,(vau),
18/11/2019 00:00,38.13,(vau),
19/11/2019 00:00,54.72,(vau),
20/11/2019 00:00,66.71,(vau),
21/11/2019 00:00,70.42,(vau),
22/11/2019 00:00,77.48,(vau),
23/11/2019 00:00,143.01,(vau),
24/11/2019 00:00,118.82,(vau),
25/11/2019 00:00,109.6,(vau),
26/11/2019 00:00,114.08,(vau),
27/11/2019 00:00,135.38,(vau),
28/11/2019 00:00,120.54,(vau),
29/11/2019 00:00,143.16,(vau),
30/11/2019 00:00,214.49,(vau),
01/12/2019 00:00,233.31,(vau),
02/12/2019 00:00,338.44,(vau),
03/12/2019 00:00,403.9,(vau),
04/12/2019 00:00,426,(vau),
05/12/2019 00:00,320.46,(vau),
06/12/2019 00:00,264.46,(vau),
07/12/2019 00:00,234.61,(vau),
08/12/2019 00:00,205.14,(vau),
09/12/2019 00:00,191.44,(vau),
10/12/2019 00:00,188.78,(vau),
11/12/2019 00:00,150.06,(vau),
12/12/2019 00:00,154.3,(vau),
13/12/2019 00:00,193.8,(vau),
14/12/2019 00:00,240.88,(vau),
15/12/2019 00:00,224.94,(vau),
16/12/2019 00:00,309.63,(vau),
17/12/2019 00:00,479.57,(vau),
18/12/2019 00:00,594.54,(vau),
19/12/2019 00:00,797.56,(vau),
20/12/2019 00:00,1175.53,(vau),
21/12/2019 00:00,1901.7,(vau),
22/12/2019 00:00,1667.08,(vau),
23/12/2019 00:00,758.05,(vau),
24/12/2019 00:00,603.97,(vau),
25/12/2019 00:00,443.7,(vau),
26/12/2019 00:00,492.59,(vau),
27/12/2019 00:00,309.53,(vau),
28/12/2019 00:00,305.91,(vau),
29/12/2019 00:00,302.28,(vau),
30/12/2019 00:00,287.82,(vau),
01/01/2020 00:00,250.95,(vau),
02/01/2020 00:00,241.56,(vau),
03/01/2020 00:00,180.78,(vau),
04/01/2020 00:00,176.46,(vau),
05/01/2020 00:00,134.09,(vau),
06/01/2020 00:00,127.98,(vau),
07/01/2020 00:00,173.27,(vau),
09/01/2020 00:00,188.4,(vau),
10/01/2020 00:00,190.88,(vau),
11/01/2020 00:00,172.25,(vau),
12/01/2020 00:00,131.92,(vau),
13/01/2020 00:00,102.64,(vau),
14/01/2020 00:00,88.74,(vau),
15/01/2020 00:00,86.75,(vau),
16/01/2020 00:00,124.69,(vau),
17/01/2020 00:00,135.43,(vau),
18/01/2020 00:00,137.95,(vau),
19/01/2020 00:00,140.08,(vau),
20/01/2020 00:00,124.06,(vau),
21/01/2020 00:00,152.31,(vau),
22/01/2020 00:00,182.1,(vau),
23/01/2020 00:00,145.26,(vau),
24/01/2020 00:00,126.71,(vau),
25/01/2020 00:00,128.81,(vau),
26/01/2020 00:00,87,(vau),
27/01/2020 00:00,51.61,(vau),
28/01/2020 00:00,63.73,(vau),
29/01/2020 00:00,110.13,(vau),
30/01/2020 00:00,180.62,(vau),
31/01/2020 00:00,93.18,(vau),
01/02/2020 00:00,67.39,(vau),
02/02/2020 00:00,64.05,(vau),
03/02/2020 00:00,88.82,(vau),
04/02/2020 00:00,134.15,(vau),
05/02/2020 00:00,131.49,(vau),
06/02/2020 00:00,130.16,(vau),
07/02/2020 00:00,131.03,(vau),
08/02/2020 00:00,129.69,(vau),
09/02/2020 00:00,89.17,(vau),
10/02/2020 00:00,95.46,(vau),
11/02/2020 00:00,119.52,(vau),
12/02/2020 00:00,130.62,(vau),
13/02/2020 00:00,85,(vau),
14/02/2020 00:00,72.32,(vau),
15/02/2020 00:00,45.57,(vau),
16/02/2020 00:00,31.79,(vau),
17/02/2020 00:00,33.95,(vau),
18/02/2020 00:00,32.6,(vau),
19/02/2020 00:00,28.4,(vau),
20/02/2020 00:00,31.3,(vau),
21/02/2020 00:00,30.95,(vau),
22/02/2020 00:00,30.76,(vau),
23/02/2020 00:00,30.74,(vau),
24/02/2020 00:00,58.61,(vau),
25/02/2020 00:00,61.03,(vau),
26/02/2020 00:00,63.5,(vau),
27/02/2020 00:00,70.01,(vau),
28/02/2020 00:00,129.18,(vau),
29/02/2020 00:00,53.53,(vau),
01/03/2020 00:00,46.33,(vau),
02/03/2020 00:00,146.98,(vau),
03/03/2020 00:00,155.62,(vau),
04/03/2020 00:00,167.94,(vau),
05/03/2020 00:00,165.02,(vau),
06/03/2020 00:00,174.03,(vau),
07/03/2020 00:00,196.07,(vau),
08/03/2020 00:00,193.28,(vau),
09/03/2020 00:00,151.09,(vau),
10/03/2020 00:00,109.69,(vau),
11/03/2020 00:00,113.97,(vau),
12/03/2020 00:00,110.36,(vau),
13/03/2020 00:00,110.15,(vau),
14/03/2020 00:00,76.62,(vau),
15/03/2020 00:00,77.18,(vau),
16/03/2020 00:00,71.58,(vau),
17/03/2020 00:00,72.35,(vau),
18/03/2020 00:00,73.95,(vau),
19/03/2020 00:00,75.77,(vau),
20/03/2020 00:00,77.38,(vau),
21/03/2020 00:00,60.16,(vau),
22/03/2020 00:00,64.78,(vau),
23/03/2020 00:00,70.67,(vau),
24/03/2020 00:00,73.87,(vau),
25/03/2020 00:00,72.15,(vau),
26/03/2020 00:00,70.73,(vau),
27/03/2020 00:00,68.91,(vau),
28/03/2020 00:00,69.4,(vau),
30/03/2020 00:00,75.85,(vau),
31/03/2020 00:00,68.42,(vau),
01/04/2020 00:00,94.56,(vau),
02/04/2020 00:00,94.88,(vau),
03/04/2020 00:00,93.74,(vau),
04/04/2020 00:00,76.22,(vau),
05/04/2020 00:00,37.73,(vau),
06/04/2020 00:00,85.96,(vau),
07/04/2020 00:00,85.92,(vau),
08/04/2020 00:00,104.31,(vau),
09/04/2020 00:00,104.96,(vau),
10/04/2020 00:00,101.95,(vau),
11/04/2020 00:00,51.21,(vau),
12/04/2020 00:00,46.94,(vau),
13/04/2020 00:00,43.13,(vau),
14/04/2020 00:00,45.52,(vau),
15/04/2020 00:00,54.09,(vau),
16/04/2020 00:00,83.13,(vau),
17/04/2020 00:00,121.38,(vau),
18/04/2020 00:00,148.92,(vau),
19/04/2020 00:00,121.67,(vau),
20/04/2020 00:00,103.09,(vau),
21/04/2020 00:00,127.18,(vau),
22/04/2020 00:00,118.46,(vau),
23/04/2020 00:00,111.82,(vau),
24/04/2020 00:00,113.68,(vau),
25/04/2020 00:00,182.51,(vau),
26/04/2020 00:00,180.71,(vau),
28/04/2020 00:00,109.49,(vau),
29/04/2020 00:00,107.28,(vau),
30/04/2020 00:00,106.4,(vau),
01/05/2020 00:00,63.42,(vau),
02/05/2020 00:00,96.53,(vau),
03/05/2020 00:00,83.17,(vau),
04/05/2020 00:00,78.59,(vau),
05/05/2020 00:00,71.75,(vau),
06/05/2020 00:00,73.75,(vau),
07/05/2020 00:00,55.18,(vau),
08/05/2020 00:00,49.59,(vau),
09/05/2020 00:00,43.24,(vau),
10/05/2020 00:00,43.26,(vau),
11/05/2020 00:00,44.09,(vau),
12/05/2020 00:00,61.91,(vau),
13/05/2020 00:00,75.07,(vau),
14/05/2020 00:00,54.84,(vau),
15/05/2020 00:00,47.4,(vau),
16/05/2020 00:00,44.91,(vau),
17/05/2020 00:00,43.81,(vau),
18/05/2020 00:00,62.64,(vau),
19/05/2020 00:00,68.55,(vau),
20/05/2020 00:00,68.21,(vau),
21/05/2020 00:00,68.79,(vau),
22/05/2020 00:00,61.99,(vau),
23/05/2020 00:00,41.55,(vau),
24/05/2020 00:00,30.52,(vau),
25/05/2020 00:00,42.84,(vau),
26/05/2020 00:00,36.1,(vau),
27/05/2020 00:00,27.04,(vau),
28/05/2020 00:00,26,(vau),
29/05/2020 00:00,23.94,(vau),
30/05/2020 00:00,22.36,(vau),
31/05/2020 00:00,21.83,(vau),
01/06/2020 00:00,30.25,(vau),
02/06/2020 00:00,23.4,(vau),
03/06/2020 00:00,21.38,(vau),
04/06/2020 00:00,21.78,(vau),
05/06/2020 00:00,21.7,(vau),
06/06/2020 00:00,20.76,(vau),
07/06/2020 00:00,20.63,(vau),
08/06/2020 00:00,19.15,(vau),
09/06/2020 00:00,19.14,(vau),
10/06/2020 00:00,19.45,(vau),
11/06/2020 00:00,20.35,(vau),
12/06/2020 00:00,20.33,(vau),
13/06/2020 00:00,22.02,(vau),
14/06/2020 00:00,21.43,(vau),
15/06/2020 00:00,21.21,(vau),
16/06/2020 00:00,20.93,(vau),
17/06/2020 00:00,19.39,(vau),
18/06/2020 00:00,19.23,(vau),
19/06/2020 00:00,19.39,(vau),
20/06/2020 00:00,19.2,(vau),
21/06/2020 00:00,19.26,(vau),
22/06/2020 00:00,18.68,(vau),
23/06/2020 00:00,18.7,(vau),
24/06/2020 00:00,18.99,(vau),
25/06/2020 00:00,19.48,(vau),
26/06/2020 00:00,19.87,(vau),
27/06/2020 00:00,20.26,(vau),
28/06/2020 00:00,20.02,(vau),
29/06/2020 00:00,20.05,(vau),
30/06/2020 00:00,20.24,(vau),
01/07/2020 00:00,18.99,(vau),
01/08/2020 00:00,12.97,(vau),
02/08/2020 00:00,14.12,(vau),
03/08/2020 00:00,16.75,(vau),
04/08/2020 00:00,13.21,(vau),
05/08/2020 00:00,13.16,(vau),
06/08/2020 00:00,13.02,(vau),
07/08/2020 00:00,14.6,(vau),
08/08/2020 00:00,12.16,(vau),
09/08/2020 00:00,13.28,(vau),
10/08/2020 00:00,15.29,(vau),
11/08/2020 00:00,14.88,(vau),
12/08/2020 00:00,15.39,(vau),
13/08/2020 00:00,14.7,(vau),
14/08/2020 00:00,13.7,(vau),
15/08/2020 00:00,13.34,(vau),
16/08/2020 00:00,14.2,(vau),
17/08/2020 00:00,15.26,(vau),
18/08/2020 00:00,13.49,(vau),
